date,component,value
2026-01-22,Strait of Hormuz,73
2026-01-22,Suez Canal,44
2026-01-22,Sunda Strait,39
2026-01-22,Taiwan Strait,241
2026-01-22,Torres Strait,5
2026-01-22,Tsugaru Strait,32
2026-01-22,Windward Passage,14
2026-01-22,Yucatan Channel,43
2026-01-23,Bab el-Mandeb Strait,33
2026-01-23,Balabac Strait,2
2026-01-23,Bering Strait,0
2026-01-23,Bohai Strait,193
2026-01-23,Bosporus Strait,99
2026-01-23,Cape of Good Hope,83
2026-01-23,Dover Strait,186
2026-01-23,Gibraltar Strait,100
2026-01-23,Kerch Strait,14
2026-01-23,Korea Strait,213
2026-01-23,Lombok Strait,39
2026-01-23,Luzon Strait,64
2026-01-23,Magellan Strait,4
2026-01-23,Makassar Strait,42
2026-01-23,Malacca Strait,260
2026-01-23,Mindoro Strait,46
2026-01-23,Mona Passage,13
2026-01-23,Ombai Strait,9
2026-01-23,Oresund Strait,48
2026-01-23,Panama Canal,28
2026-01-23,Strait of Hormuz,68
2026-01-23,Suez Canal,37
2026-01-23,Sunda Strait,27
2026-01-23,Taiwan Strait,225
2026-01-23,Torres Strait,4
2026-01-23,Tsugaru Strait,36
2026-01-23,Windward Passage,17
2026-01-23,Yucatan Channel,48
2026-01-24,Bab el-Mandeb Strait,35
2026-01-24,Balabac Strait,7
2026-01-24,Bering Strait,0
2026-01-24,Bohai Strait,195
2026-01-24,Bosporus Strait,91
2026-01-24,Cape of Good Hope,74
2026-01-24,Dover Strait,150
2026-01-24,Gibraltar Strait,95
2026-01-24,Kerch Strait,18
2026-01-24,Korea Strait,171
2026-01-24,Lombok Strait,44
2026-01-24,Luzon Strait,64
2026-01-24,Magellan Strait,3
2026-01-24,Makassar Strait,47
2026-01-24,Malacca Strait,241
2026-01-24,Mindoro Strait,33
2026-01-24,Mona Passage,15
2026-01-24,Ombai Strait,7
2026-01-24,Oresund Strait,53
2026-01-24,Panama Canal,28
2026-01-24,Strait of Hormuz,56
2026-01-24,Suez Canal,37
2026-01-24,Sunda Strait,35
2026-01-24,Taiwan Strait,230
2026-01-24,Torres Strait,10
2026-01-24,Tsugaru Strait,33
2026-01-24,Windward Passage,13
2026-01-24,Yucatan Channel,46
2026-01-25,Bab el-Mandeb Strait,40
2026-01-25,Balabac Strait,11
2026-01-25,Bering Strait,0
2026-01-25,Bohai Strait,179
2026-01-25,Bosporus Strait,82
2026-01-25,Cape of Good Hope,90
2026-01-25,Dover Strait,132
2026-01-25,Gibraltar Strait,72
2026-01-25,Kerch Strait,13
2026-01-25,Korea Strait,229
2026-01-25,Lombok Strait,38
2026-01-25,Luzon Strait,67
2026-01-25,Magellan Strait,8
2026-01-25,Makassar Strait,55
2026-01-25,Malacca Strait,225
2026-01-25,Mindoro Strait,31
2026-01-25,Mona Passage,13
2026-01-25,Ombai Strait,11
2026-01-25,Oresund Strait,49
2026-01-25,Panama Canal,33
2026-01-25,Strait of Hormuz,78
2026-01-25,Suez Canal,44
2026-01-25,Sunda Strait,34
2026-01-25,Taiwan Strait,252
2026-01-25,Torres Strait,5
2026-01-25,Tsugaru Strait,28
2026-01-25,Windward Passage,12
2026-01-25,Yucatan Channel,49
2026-01-26,Bab el-Mandeb Strait,42
2026-01-26,Balabac Strait,7
2026-01-26,Bering Strait,0
2026-01-26,Bohai Strait,185
2026-01-26,Bosporus Strait,97
2026-01-26,Cape of Good Hope,108
2026-01-26,Dover Strait,133
2026-01-26,Gibraltar Strait,77
2026-01-26,Kerch Strait,8
2026-01-26,Korea Strait,199
2026-01-26,Lombok Strait,31
2026-01-26,Luzon Strait,67
2026-01-26,Magellan Strait,3
2026-01-26,Makassar Strait,50
2026-01-26,Malacca Strait,243
2026-01-26,Mindoro Strait,40
2026-01-26,Mona Passage,7
2026-01-26,Ombai Strait,7
2026-01-26,Oresund Strait,41
2026-01-26,Panama Canal,31
2026-01-26,Strait of Hormuz,57
2026-01-26,Suez Canal,43
2026-01-26,Sunda Strait,35
2026-01-26,Taiwan Strait,243
2026-01-26,Torres Strait,9
2026-01-26,Tsugaru Strait,57
2026-01-26,Windward Passage,17
2026-01-26,Yucatan Channel,46
2026-01-27,Bab el-Mandeb Strait,32
2026-01-27,Balabac Strait,10
2026-01-27,Bering Strait,1
2026-01-27,Bohai Strait,170
2026-01-27,Bosporus Strait,105
2026-01-27,Cape of Good Hope,98
2026-01-27,Dover Strait,122
2026-01-27,Gibraltar Strait,104
2026-01-27,Kerch Strait,15
2026-01-27,Korea Strait,171
2026-01-27,Lombok Strait,41
2026-01-27,Luzon Strait,65
2026-01-27,Magellan Strait,2
2026-01-27,Makassar Strait,43
2026-01-27,Malacca Strait,231
2026-01-27,Mindoro Strait,36
2026-01-27,Mona Passage,12
2026-01-27,Ombai Strait,12
2026-01-27,Oresund Strait,31
2026-01-27,Panama Canal,32
2026-01-27,Strait of Hormuz,72
2026-01-27,Suez Canal,50
2026-01-27,Sunda Strait,38
2026-01-27,Taiwan Strait,230
2026-01-27,Torres Strait,11
2026-01-27,Tsugaru Strait,54
2026-01-27,Windward Passage,18
2026-01-27,Yucatan Channel,26
2026-01-28,Bab el-Mandeb Strait,36
2026-01-28,Balabac Strait,13
2026-01-28,Bering Strait,0
2026-01-28,Bohai Strait,173
2026-01-28,Bosporus Strait,85
2026-01-28,Cape of Good Hope,87
2026-01-28,Dover Strait,175
2026-01-28,Gibraltar Strait,62
2026-01-28,Kerch Strait,10
2026-01-28,Korea Strait,197
2026-01-28,Lombok Strait,32
2026-01-28,Luzon Strait,65
2026-01-28,Magellan Strait,3
2026-01-28,Makassar Strait,39
2026-01-28,Malacca Strait,230
2026-01-28,Mindoro Strait,41
2026-01-28,Mona Passage,11
2026-01-28,Ombai Strait,11
2026-01-28,Oresund Strait,33
2026-01-28,Panama Canal,22
2026-01-28,Strait of Hormuz,78
2026-01-28,Suez Canal,37
2026-01-28,Sunda Strait,34
2026-01-28,Taiwan Strait,218
2026-01-28,Torres Strait,10
2026-01-28,Tsugaru Strait,34
2026-01-28,Windward Passage,15
2026-01-28,Yucatan Channel,37
2026-01-29,Bab el-Mandeb Strait,31
2026-01-29,Balabac Strait,13
2026-01-29,Bering Strait,0
2026-01-29,Bohai Strait,179
2026-01-29,Bosporus Strait,69
2026-01-29,Cape of Good Hope,94
2026-01-29,Dover Strait,186
2026-01-29,Gibraltar Strait,119
2026-01-29,Kerch Strait,11
2026-01-29,Korea Strait,181
2026-01-29,Lombok Strait,41
2026-01-29,Luzon Strait,79
2026-01-29,Magellan Strait,2
2026-01-29,Makassar Strait,48
2026-01-29,Malacca Strait,256
2026-01-29,Mindoro Strait,51
2026-01-29,Mona Passage,12
2026-01-29,Ombai Strait,2
2026-01-29,Oresund Strait,33
2026-01-29,Panama Canal,32
2026-01-29,Strait of Hormuz,88
2026-01-29,Suez Canal,46
2026-01-29,Sunda Strait,38
2026-01-29,Taiwan Strait,255
2026-01-29,Torres Strait,10
2026-01-29,Tsugaru Strait,48
2026-01-29,Windward Passage,7
2026-01-29,Yucatan Channel,48
2026-01-30,Bab el-Mandeb Strait,34
2026-01-30,Balabac Strait,5
2026-01-30,Bering Strait,0
2026-01-30,Bohai Strait,170
2026-01-30,Bosporus Strait,61
2026-01-30,Cape of Good Hope,101
2026-01-30,Dover Strait,203
2026-01-30,Gibraltar Strait,199
2026-01-30,Kerch Strait,13
2026-01-30,Korea Strait,200
2026-01-30,Lombok Strait,34
2026-01-30,Luzon Strait,76
2026-01-30,Magellan Strait,4
2026-01-30,Makassar Strait,37
2026-01-30,Malacca Strait,228
2026-01-30,Mindoro Strait,37
2026-01-30,Mona Passage,11
2026-01-30,Ombai Strait,14
2026-01-30,Oresund Strait,35
2026-01-30,Panama Canal,32
2026-01-30,Strait of Hormuz,84
2026-01-30,Suez Canal,41
2026-01-30,Sunda Strait,22
2026-01-30,Taiwan Strait,237
2026-01-30,Torres Strait,7
2026-01-30,Tsugaru Strait,39
2026-01-30,Windward Passage,13
2026-01-30,Yucatan Channel,54
2026-01-31,Bab el-Mandeb Strait,31
2026-01-31,Balabac Strait,10
2026-01-31,Bering Strait,0
2026-01-31,Bohai Strait,180
2026-01-31,Bosporus Strait,88
2026-01-31,Cape of Good Hope,69
2026-01-31,Dover Strait,148
2026-01-31,Gibraltar Strait,146
2026-01-31,Kerch Strait,8
2026-01-31,Korea Strait,198
2026-01-31,Lombok Strait,40
2026-01-31,Luzon Strait,66
2026-01-31,Magellan Strait,3
2026-01-31,Makassar Strait,57
2026-01-31,Malacca Strait,239
2026-01-31,Mindoro Strait,33
2026-01-31,Mona Passage,8
2026-01-31,Ombai Strait,6
2026-01-31,Oresund Strait,34
2026-01-31,Panama Canal,27
2026-01-31,Strait of Hormuz,90
2026-01-31,Suez Canal,42
2026-01-31,Sunda Strait,32
2026-01-31,Taiwan Strait,218
2026-01-31,Torres Strait,10
2026-01-31,Tsugaru Strait,41
2026-01-31,Windward Passage,14
2026-01-31,Yucatan Channel,49
2026-02-01,Bab el-Mandeb Strait,37
2026-02-01,Balabac Strait,9
2026-02-01,Bering Strait,0
2026-02-01,Bohai Strait,180
2026-02-01,Bosporus Strait,62
2026-02-01,Cape of Good Hope,75
2026-02-01,Dover Strait,122
2026-02-01,Gibraltar Strait,134
2026-02-01,Kerch Strait,22
2026-02-01,Korea Strait,205
2026-02-01,Lombok Strait,40
2026-02-01,Luzon Strait,62
2026-02-01,Magellan Strait,2
2026-02-01,Makassar Strait,46
2026-02-01,Malacca Strait,278
2026-02-01,Mindoro Strait,31
2026-02-01,Mona Passage,6
2026-02-01,Ombai Strait,12
2026-02-01,Oresund Strait,42
2026-02-01,Panama Canal,31
2026-02-01,Strait of Hormuz,68
2026-02-01,Suez Canal,39
2026-02-01,Sunda Strait,38
2026-02-01,Taiwan Strait,232
2026-02-01,Torres Strait,7
2026-02-01,Tsugaru Strait,49
2026-02-01,Windward Passage,20
2026-02-01,Yucatan Channel,41
2026-02-02,Bab el-Mandeb Strait,22
2026-02-02,Balabac Strait,13
2026-02-02,Bering Strait,0
2026-02-02,Bohai Strait,164
2026-02-02,Bosporus Strait,28
2026-02-02,Cape of Good Hope,68
2026-02-02,Dover Strait,136
2026-02-02,Gibraltar Strait,144
2026-02-02,Kerch Strait,16
2026-02-02,Korea Strait,195
2026-02-02,Lombok Strait,40
2026-02-02,Luzon Strait,63
2026-02-02,Magellan Strait,5
2026-02-02,Makassar Strait,52
2026-02-02,Malacca Strait,254
2026-02-02,Mindoro Strait,26
2026-02-02,Mona Passage,12
2026-02-02,Ombai Strait,11
2026-02-02,Oresund Strait,50
2026-02-02,Panama Canal,28
2026-02-02,Strait of Hormuz,77
2026-02-02,Suez Canal,38
2026-02-02,Sunda Strait,41
2026-02-02,Taiwan Strait,200
2026-02-02,Torres Strait,8
2026-02-02,Tsugaru Strait,70
2026-02-02,Windward Passage,11
2026-02-02,Yucatan Channel,50
2026-02-03,Bab el-Mandeb Strait,33
2026-02-03,Balabac Strait,11
2026-02-03,Bering Strait,0
2026-02-03,Bohai Strait,185
2026-02-03,Bosporus Strait,94
2026-02-03,Cape of Good Hope,81
2026-02-03,Dover Strait,236
2026-02-03,Gibraltar Strait,113
2026-02-03,Kerch Strait,23
2026-02-03,Korea Strait,205
2026-02-03,Lombok Strait,47
2026-02-03,Luzon Strait,60
2026-02-03,Magellan Strait,3
2026-02-03,Makassar Strait,44
2026-02-03,Malacca Strait,229
2026-02-03,Mindoro Strait,41
2026-02-03,Mona Passage,10
2026-02-03,Ombai Strait,8
2026-02-03,Oresund Strait,35
2026-02-03,Panama Canal,28
2026-02-03,Strait of Hormuz,83
2026-02-03,Suez Canal,31
2026-02-03,Sunda Strait,36
2026-02-03,Taiwan Strait,237
2026-02-03,Torres Strait,10
2026-02-03,Tsugaru Strait,40
2026-02-03,Windward Passage,13
2026-02-03,Yucatan Channel,44
2026-02-04,Bab el-Mandeb Strait,44
2026-02-04,Balabac Strait,14
2026-02-04,Bering Strait,0
2026-02-04,Bohai Strait,182
2026-02-04,Bosporus Strait,103
2026-02-04,Cape of Good Hope,96
2026-02-04,Dover Strait,200
2026-02-04,Gibraltar Strait,118
2026-02-04,Kerch Strait,12
2026-02-04,Korea Strait,208
2026-02-04,Lombok Strait,39
2026-02-04,Luzon Strait,64
2026-02-04,Magellan Strait,1
2026-02-04,Makassar Strait,49
2026-02-04,Malacca Strait,239
2026-02-04,Mindoro Strait,49
2026-02-04,Mona Passage,9
2026-02-04,Ombai Strait,11
2026-02-04,Oresund Strait,38
2026-02-04,Panama Canal,26
2026-02-04,Strait of Hormuz,51
2026-02-04,Suez Canal,36
2026-02-04,Sunda Strait,41
2026-02-04,Taiwan Strait,284
2026-02-04,Torres Strait,8
2026-02-04,Tsugaru Strait,61
2026-02-04,Windward Passage,8
2026-02-04,Yucatan Channel,65
2026-02-05,Bab el-Mandeb Strait,30
2026-02-05,Balabac Strait,6
2026-02-05,Bering Strait,0
2026-02-05,Bohai Strait,83
2026-02-05,Bosporus Strait,95
2026-02-05,Cape of Good Hope,78
2026-02-05,Dover Strait,132
2026-02-05,Gibraltar Strait,129
2026-02-05,Kerch Strait,9
2026-02-05,Korea Strait,224
2026-02-05,Lombok Strait,30
2026-02-05,Luzon Strait,70
2026-02-05,Magellan Strait,3
2026-02-05,Makassar Strait,52
2026-02-05,Malacca Strait,257
2026-02-05,Mindoro Strait,46
2026-02-05,Mona Passage,9
2026-02-05,Ombai Strait,12
2026-02-05,Oresund Strait,29
2026-02-05,Panama Canal,30
2026-02-05,Strait of Hormuz,76
2026-02-05,Suez Canal,36
2026-02-05,Sunda Strait,43
2026-02-05,Taiwan Strait,238
2026-02-05,Torres Strait,10
2026-02-05,Tsugaru Strait,32
2026-02-05,Windward Passage,11
2026-02-05,Yucatan Channel,52
2026-02-06,Bab el-Mandeb Strait,32
2026-02-06,Balabac Strait,13
2026-02-06,Bering Strait,0
2026-02-06,Bohai Strait,191
2026-02-06,Bosporus Strait,93
2026-02-06,Cape of Good Hope,80
2026-02-06,Dover Strait,204
2026-02-06,Gibraltar Strait,156
2026-02-06,Kerch Strait,14
2026-02-06,Korea Strait,165
2026-02-06,Lombok Strait,39
2026-02-06,Luzon Strait,67
2026-02-06,Magellan Strait,3
2026-02-06,Makassar Strait,43
2026-02-06,Malacca Strait,213
2026-02-06,Mindoro Strait,20
2026-02-06,Mona Passage,8
2026-02-06,Ombai Strait,9
2026-02-06,Oresund Strait,38
2026-02-06,Panama Canal,31
2026-02-06,Strait of Hormuz,74
2026-02-06,Suez Canal,44
2026-02-06,Sunda Strait,34
2026-02-06,Taiwan Strait,224
2026-02-06,Torres Strait,7
2026-02-06,Tsugaru Strait,19
2026-02-06,Windward Passage,14
2026-02-06,Yucatan Channel,53
2026-02-07,Bab el-Mandeb Strait,30
2026-02-07,Balabac Strait,9
2026-02-07,Bering Strait,0
2026-02-07,Bohai Strait,164
2026-02-07,Bosporus Strait,69
2026-02-07,Cape of Good Hope,67
2026-02-07,Dover Strait,172
2026-02-07,Gibraltar Strait,105
2026-02-07,Kerch Strait,6
2026-02-07,Korea Strait,148
2026-02-07,Lombok Strait,34
2026-02-07,Luzon Strait,54
2026-02-07,Magellan Strait,1
2026-02-07,Makassar Strait,31
2026-02-07,Malacca Strait,261
2026-02-07,Mindoro Strait,44
2026-02-07,Mona Passage,9
2026-02-07,Ombai Strait,7
2026-02-07,Oresund Strait,52
2026-02-07,Panama Canal,32
2026-02-07,Strait of Hormuz,71
2026-02-07,Suez Canal,48
2026-02-07,Sunda Strait,29
2026-02-07,Taiwan Strait,158
2026-02-07,Torres Strait,9
2026-02-07,Tsugaru Strait,42
2026-02-07,Windward Passage,12
2026-02-07,Yucatan Channel,48
2026-02-08,Bab el-Mandeb Strait,43
2026-02-08,Balabac Strait,5
2026-02-08,Bering Strait,0
2026-02-08,Bohai Strait,161
2026-02-08,Bosporus Strait,61
2026-02-08,Cape of Good Hope,80
2026-02-08,Dover Strait,127
2026-02-08,Gibraltar Strait,153
2026-02-08,Kerch Strait,13
2026-02-08,Korea Strait,145
2026-02-08,Lombok Strait,35
2026-02-08,Luzon Strait,43
2026-02-08,Magellan Strait,4
2026-02-08,Makassar Strait,42
2026-02-08,Malacca Strait,239
2026-02-08,Mindoro Strait,35
2026-02-08,Mona Passage,11
2026-02-08,Ombai Strait,7
2026-02-08,Oresund Strait,36
2026-02-08,Panama Canal,32
2026-02-08,Strait of Hormuz,71
2026-02-08,Suez Canal,49
2026-02-08,Sunda Strait,32
2026-02-08,Taiwan Strait,167
2026-02-08,Torres Strait,11
2026-02-08,Tsugaru Strait,33
2026-02-08,Windward Passage,11
2026-02-08,Yucatan Channel,65
2026-02-09,Bab el-Mandeb Strait,32
2026-02-09,Balabac Strait,10
2026-02-09,Bering Strait,0
2026-02-09,Bohai Strait,184
2026-02-09,Bosporus Strait,87
2026-02-09,Cape of Good Hope,85
2026-02-09,Dover Strait,135
2026-02-09,Gibraltar Strait,157
2026-02-09,Kerch Strait,25
2026-02-09,Korea Strait,237
2026-02-09,Lombok Strait,24
2026-02-09,Luzon Strait,57
2026-02-09,Magellan Strait,6
2026-02-09,Makassar Strait,33
2026-02-09,Malacca Strait,238
2026-02-09,Mindoro Strait,20
2026-02-09,Mona Passage,11
2026-02-09,Ombai Strait,7
2026-02-09,Oresund Strait,27
2026-02-09,Panama Canal,29
2026-02-09,Strait of Hormuz,62
2026-02-09,Suez Canal,44
2026-02-09,Sunda Strait,35
2026-02-09,Taiwan Strait,236
2026-02-09,Torres Strait,11
2026-02-09,Tsugaru Strait,44
2026-02-09,Windward Passage,26
2026-02-09,Yucatan Channel,54
2026-02-10,Bab el-Mandeb Strait,32
2026-02-10,Balabac Strait,10
2026-02-10,Bering Strait,0
2026-02-10,Bohai Strait,203
2026-02-10,Bosporus Strait,80
2026-02-10,Cape of Good Hope,98
2026-02-10,Dover Strait,160
2026-02-10,Gibraltar Strait,181
2026-02-10,Kerch Strait,12
2026-02-10,Korea Strait,188
2026-02-10,Lombok Strait,22
2026-02-10,Luzon Strait,91
2026-02-10,Magellan Strait,3
2026-02-10,Makassar Strait,36
2026-02-10,Malacca Strait,262
2026-02-10,Mindoro Strait,28
2026-02-10,Mona Passage,10
2026-02-10,Ombai Strait,6
2026-02-10,Oresund Strait,43
2026-02-10,Panama Canal,31
2026-02-10,Strait of Hormuz,80
2026-02-10,Suez Canal,39
2026-02-10,Sunda Strait,42
2026-02-10,Taiwan Strait,287
2026-02-10,Torres Strait,10
2026-02-10,Tsugaru Strait,72
2026-02-10,Windward Passage,14
2026-02-10,Yucatan Channel,46
2026-02-11,Bab el-Mandeb Strait,40
2026-02-11,Balabac Strait,10
2026-02-11,Bering Strait,0
2026-02-11,Bohai Strait,150
2026-02-11,Bosporus Strait,95
2026-02-11,Cape of Good Hope,83
2026-02-11,Dover Strait,186
2026-02-11,Gibraltar Strait,163
2026-02-11,Kerch Strait,13
2026-02-11,Korea Strait,191
2026-02-11,Lombok Strait,31
2026-02-11,Luzon Strait,75
2026-02-11,Magellan Strait,1
2026-02-11,Makassar Strait,40
2026-02-11,Malacca Strait,221
2026-02-11,Mindoro Strait,33
2026-02-11,Mona Passage,3
2026-02-11,Ombai Strait,11
2026-02-11,Oresund Strait,58
2026-02-11,Panama Canal,32
2026-02-11,Strait of Hormuz,92
2026-02-11,Suez Canal,45
2026-02-11,Sunda Strait,36
2026-02-11,Taiwan Strait,231
2026-02-11,Torres Strait,7
2026-02-11,Tsugaru Strait,43
2026-02-11,Windward Passage,18
2026-02-11,Yucatan Channel,54
2026-02-12,Bab el-Mandeb Strait,34
2026-02-12,Balabac Strait,12
2026-02-12,Bering Strait,1
2026-02-12,Bohai Strait,184
2026-02-12,Bosporus Strait,97
2026-02-12,Cape of Good Hope,83
2026-02-12,Dover Strait,164
2026-02-12,Gibraltar Strait,135
2026-02-12,Kerch Strait,14
2026-02-12,Korea Strait,214
2026-02-12,Lombok Strait,31
2026-02-12,Luzon Strait,77
2026-02-12,Magellan Strait,1
2026-02-12,Makassar Strait,35
2026-02-12,Malacca Strait,229
2026-02-12,Mindoro Strait,41
2026-02-12,Mona Passage,14
2026-02-12,Ombai Strait,12
2026-02-12,Oresund Strait,32
2026-02-12,Panama Canal,35
2026-02-12,Strait of Hormuz,79
2026-02-12,Suez Canal,47
2026-02-12,Sunda Strait,28
2026-02-12,Taiwan Strait,240
2026-02-12,Torres Strait,11
2026-02-12,Tsugaru Strait,33
2026-02-12,Windward Passage,18
2026-02-12,Yucatan Channel,53
2026-02-13,Bab el-Mandeb Strait,42
2026-02-13,Balabac Strait,10
2026-02-13,Bering Strait,0
2026-02-13,Bohai Strait,171
2026-02-13,Bosporus Strait,98
2026-02-13,Cape of Good Hope,78
2026-02-13,Dover Strait,132
2026-02-13,Gibraltar Strait,105
2026-02-13,Kerch Strait,1
2026-02-13,Korea Strait,207
2026-02-13,Lombok Strait,34
2026-02-13,Luzon Strait,68
2026-02-13,Magellan Strait,5
2026-02-13,Makassar Strait,30
2026-02-13,Malacca Strait,229
2026-02-13,Mindoro Strait,33
2026-02-13,Mona Passage,8
2026-02-13,Ombai Strait,7
2026-02-13,Oresund Strait,43
2026-02-13,Panama Canal,34
2026-02-13,Strait of Hormuz,121
2026-02-13,Suez Canal,41
2026-02-13,Sunda Strait,33
2026-02-13,Taiwan Strait,260
2026-02-13,Torres Strait,12
2026-02-13,Tsugaru Strait,63
2026-02-13,Windward Passage,24
2026-02-13,Yucatan Channel,46
2026-02-14,Bab el-Mandeb Strait,31
2026-02-14,Balabac Strait,11
2026-02-14,Bering Strait,0
2026-02-14,Bohai Strait,192
2026-02-14,Bosporus Strait,88
2026-02-14,Cape of Good Hope,82
2026-02-14,Dover Strait,156
2026-02-14,Gibraltar Strait,96
2026-02-14,Kerch Strait,7
2026-02-14,Korea Strait,198
2026-02-14,Lombok Strait,33
2026-02-14,Luzon Strait,71
2026-02-14,Magellan Strait,4
2026-02-14,Makassar Strait,50
2026-02-14,Malacca Strait,237
2026-02-14,Mindoro Strait,20
2026-02-14,Mona Passage,11
2026-02-14,Ombai Strait,8
2026-02-14,Oresund Strait,43
2026-02-14,Panama Canal,31
2026-02-14,Strait of Hormuz,123
2026-02-14,Suez Canal,44
2026-02-14,Sunda Strait,44
2026-02-14,Taiwan Strait,260
2026-02-14,Torres Strait,9
2026-02-14,Tsugaru Strait,58
2026-02-14,Windward Passage,13
2026-02-14,Yucatan Channel,42
2026-02-15,Bab el-Mandeb Strait,34
2026-02-15,Balabac Strait,12
2026-02-15,Bering Strait,0
2026-02-15,Bohai Strait,164
2026-02-15,Bosporus Strait,78
2026-02-15,Cape of Good Hope,92
2026-02-15,Dover Strait,142
2026-02-15,Gibraltar Strait,137
2026-02-15,Kerch Strait,14
2026-02-15,Korea Strait,198
2026-02-15,Lombok Strait,32
2026-02-15,Luzon Strait,73
2026-02-15,Magellan Strait,3
2026-02-15,Makassar Strait,38
2026-02-15,Malacca Strait,222
2026-02-15,Mindoro Strait,37
2026-02-15,Mona Passage,14
2026-02-15,Ombai Strait,8
2026-02-15,Oresund Strait,42
2026-02-15,Panama Canal,34
2026-02-15,Strait of Hormuz,87
2026-02-15,Suez Canal,38
2026-02-15,Sunda Strait,34
2026-02-15,Taiwan Strait,241
2026-02-15,Torres Strait,11
2026-02-15,Tsugaru Strait,46
2026-02-15,Windward Passage,17
2026-02-15,Yucatan Channel,64
2026-02-16,Bab el-Mandeb Strait,30
2026-02-16,Balabac Strait,11
2026-02-16,Bering Strait,0
2026-02-16,Bohai Strait,143
2026-02-16,Bosporus Strait,50
2026-02-16,Cape of Good Hope,103
2026-02-16,Dover Strait,175
2026-02-16,Gibraltar Strait,168
2026-02-16,Kerch Strait,7
2026-02-16,Korea Strait,159
2026-02-16,Lombok Strait,40
2026-02-16,Luzon Strait,60
2026-02-16,Magellan Strait,2
2026-02-16,Makassar Strait,44
2026-02-16,Malacca Strait,221
2026-02-16,Mindoro Strait,36
2026-02-16,Mona Passage,8
2026-02-16,Ombai Strait,10
2026-02-16,Oresund Strait,29
2026-02-16,Panama Canal,33
2026-02-16,Strait of Hormuz,62
2026-02-16,Suez Canal,51
2026-02-16,Sunda Strait,35
2026-02-16,Taiwan Strait,180
2026-02-16,Torres Strait,4
